Country,Latitude,Longitude,Battle,Year,Winner,Loser,War_homogenized,Participants_homogenized
Morocco,31.8848624,-4.3186311,Gaouz,1918,France,Morocco,French Colonial War in North Africa,"['France', 'South Africa', 'Kenya', 'Spain']"
 Colombia,1.6765609,-74.9629697,Garcia,1841,Colombian Government,General Obando,Colombian War of Supreme Commanders,"['Ethiopia', ' Colombia', 'Albania']"
Spain,40.418299,-3.691188,Garcia Hernandez,1812,"United Kingdom, German Legion",France,Napoleonic War,"['Slovenia', 'Lebanon', ' France', 'Mali']"
India,23.7795115,79.1435963,Garhakota,1858,Draw,Draw,Indian Mutiny,"['India', 'Eritrea', 'Ghana', ' India']"
Bangladesh,23.714193,90.0081607,Garibpur,1971,India,Pakistan,Indo-Pakistan War,"['India', 'Pakistan', 'Mauritius']"
Italy,41.3060982,13.8274435,Garigliano,1944,Germany,United States,World War II,"['Eritrea', ' France', ' Honduras', ' Italy', 'Germany', 'France']"
United States,37.5531964,-77.3607259,Garnetts and Goldings Farms,1862,United States,Confederate States of America,American Civil War,"['Finland', 'Nigeria']"
 Colombia,4.78347,-74.7900567,Garrapata,1876,Colombian Government,Conservative Rebels,Peruvian War,"['Colombia', ' Honduras', 'Ethiopia', 'Bolivia', 'Gibraltar']"
France,43.340577,-1.058677,Garris,1814,United Kingdom,France,Napoleonic War,"['Lebanon', 'France', ' France', 'Latvia']"
New Zealand,-41.222997,174.862131,Gate Pa,1864,Maori,United Kingdom,1st New Zealand War,"['New Zealand', 'Eritrea']"
Chile,-35.2991026,-73.3233361,Gavilan,1817,Chilean Rebels,Spain,Chilean War,['Iran']
India,21.3826738,77.3357248,Gawilgarh,1803,United Kingdom,Marathas,2nd Anglo-Maratha War,"['Eritrea', 'Belgium', ' India']"
West Bank and Gaza,31.3546763,34.3088255,Gaza (1st),1917,"Turkey, Germany",United Kingdom,World War I,"['Ghana', ' Turkey', 'Eritrea', 'Pakistan', ' Venezuela']"
West Bank and Gaza,31.3546763,34.3088255,Gaza (2nd),1917,"Germany, Turkey",United Kingdom,World War I,"['Ghana', 'Eritrea', ' Turkey']"
West Bank and Gaza,31.3546763,34.3088255,Gaza,1956,Israel,Egypt,Arab-Israeli Sinai War,"['Iran', 'China', 'Israel', ' Egypt', 'Pakistan', 'Ghana']"
West Bank and Gaza,31.3546763,34.3088255,Gaza,1967,Israel,Egypt,Six Day War,"['Iran', 'Israel', 'Ghana', 'Pakistan', 'Peru', 'Paraguay', 'Latvia']"
Libya,32.2221721,22.3202881,Gazala,1942,Germany,United Kingdom,World War II,"['South Africa', 'Germany']"
Spain,38.9205203,-6.9426087,Gebora,1811,France,Spain,Napoleonic War,"['Slovenia', ' France', 'Spain', ' India', 'Ghana']"
Sudan,14.024307,35.3685679,Gedaref,1898,United Kingdom,The Mahdiyya,British-Sudanese War,"['Eritrea', 'Serbia', 'Sudan']"
Germany,50.0960073,11.7365825,Gefrees,1809,"Austria, Brunswick","France, Bavaria",Napoleonic War 5th Coalition,"['Slovenia', 'Austria', 'Bulgaria', 'Belgium', ' India']"
Italy,37.0741526,14.2403537,Gela,1943,United States,"Germany, Italy",World War II,"['Spain', 'Nigeria']"
Sudan,19.1030171,37.2989913,Gemaizeh,1888,United Kingdom,Sudanese Mahdists,British-Sudan War,"['Eritrea', ' India', 'Mexico', 'Oman']"
Malaysia,2.9484615,102.5623249,Gemas,1942,Japan,Australia,World War II,"['Japan', 'Australia', 'Germany', 'Guam', 'Hong Kong', 'Singapore']"
Colombia,1.267454,-77.335825,Genoy,1820,Spain,Colombian Rebels,Peruvian War,"['Colombia', 'Spain', 'Kenya', 'Palau']"
Turkmenistan,38.1611574,57.9503479,Geok Tepe,1879,Tekkes Tribesmen,Russia,Russian Conquest of Central Asia,"['Russia', ' Turkey']"
Turkmenistan,38.1611574,57.9503479,Geok Tepe,1881,Russia,Tekkes Tribesmen,Russian Conquest of Central Asia,"['Russia', 'Turkmenistan', ' Turkey']"
India,20.9291823,82.8506002,Georgegarh (1st),1801,Haryana,Sindia,Maratha Territorial Wars,"['Georgia', 'Iran']"
India,20.9291823,82.8506002,Georgegarh (2nd),1801,Sindia,Haryana,Maratha Territorial Wars,"['Guyana', 'Iran', 'Georgia', 'Ghana', 'Haiti']"
United States,31.9286665,-81.0810263,Georgia Landing,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Pakistan', ' Colombia', 'Russia', 'Georgia', 'Bhutan']"
Germany,49.7037444,9.7763046,Gerchsheim,1866,Prussia,Bavaria,Seven Weeks War,"['Russia', 'Germany', 'Bulgaria', ' Turkey']"
Spain,41.9794005,2.8214264,Gerona,1808,Spain,France,Napoleonic War,"['Slovenia', 'Germany', ' France', 'Macedonia', 'Spain', 'Chile']"
Spain,41.9794005,2.8214264,Gerona,1809,France,Spain,Napoleonic War,"['Slovenia', 'Germany', ' France', 'Spain']"
Israel,32.621205,35.550376,Gesher,1948,Israel,Iraq,Mexican War,"['Syria', 'Iraq', 'Jordan', 'Myanmar']"
United States,39.8132494,-77.2424867,Gettysburg,1863,United States,Confederate States of America,American Civil War,['Albania']
India,28.78102,77.4040163,Ghazi-ud-din-Nagar,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', 'Czechia', 'Eritrea', 'Ghana']"
Afghanistan,33.5450587,68.4173972,Ghazni,1839,United Kingdom,Afghanistan,Afghan War,"['Eritrea', 'Bhutan', 'Russia', 'Afghanistan', 'Brazil']"
Afghanistan,36.5387331,67.8061642,Ghaznigak,1888,Abdur Rahman,Ishaq Khan,Afghan War,"['Iran', 'Afghanistan', 'Myanmar', 'Italy', 'Chile', 'Russia']"
Belgium,50.8338478,2.9939124,Gheluvelt,1914,United Kingdom,Germany,World War I,"['Germany', 'Eritrea', 'France']"
Afghanistan,33.4810637,68.2813781,Ghoaine,1842,United Kingdom,Afghanistan,Afghan War,"['Eritrea', 'Myanmar', 'Iran', 'Ghana', 'Brazil']"
Namibia,-25.1284305,17.766582,Gibeon,1915,Germany,South Africa,World War I,"['Germany', ' Indonesia', 'South Africa']"
Spain,43.5322015,-5.6611195,Gijon,1936,Spanish Republicans,Spanish Nationalists,Spanish Civil War,"['Spain', 'Romania', 'Austria', 'Guatemala', ' India']"
Spain,43.5322015,-5.6611195,Gijon,1937,Spanish Nationalists,Spanish Republicans,Spanish Civil War,"['Spain', 'China', 'Guatemala', 'Sierra Leone', 'Azerbaijan']"
United States,33.1677069,-113.792501,Gila River,1857,United States,Apache Indians,Apache Indian War,"['Ukraine', ' India']"
United States,2.15e-05,173.9912452,Gilbert Islands,1943,United States,Japan,World War II,"['Azerbaijan', 'Solomon Islands', 'Marshall Islands']"
Russia,42.7573939,46.8402047,Gimrah,1832,Russia,Murids,Russian Conquest of the Caucasus,"['Iran', 'Russia', 'Turkmenistan', 'Japan']"
South Africa,-29.0235988,31.5623012,Gingindlovu,1879,United Kingdom,Zulu Kingdom,Anglo-Zulu War,"['Eritrea', 'Finland', 'Cyprus', 'Thailand', 'Chad']"
Sudan,20.754128,30.4795854,Ginniss,1885,United Kingdom,Sudanese Mahdists,British-Sudan War,"['Eritrea', 'Belarus', 'Korea', 'Ghana', 'Serbia']"
Russia,41.717778,46.9878113,Girgil,1847,Russia,Dagestan,Russian Conquest of the Caucasus,"['Russia', 'Pakistan']"
Switzerland,47.1276261,8.4012374,Gisikon,1845,Loyal Cantons,Sonderbund,Sonderbund War,"['Cambodia', 'Pakistan', 'Switzerland', 'Djibouti']"
Czechia,50.4353325,15.361044,Gitschin,1866,Prussia,"Austria, Saxony",Seven Weeks War,"['Russia', 'Bolivia', 'Austria']"
Romania,43.9037076,25.9699265,Giurgiu,1854,Ottoman Empire,Russia,Crimean War,"['Russia', 'Austria', ' Turkey', 'Sudan', 'Armenia']"
France,50.391425,2.77245,Givenchy,1914,United Kingdom,Germany,World War I,"['France', 'Iran', 'Eritrea', 'Greece', ' India']"
France,50.391425,2.77245,Givenchy,1915,Germany,United Kingdom,World War I,"['France', 'Latvia', 'Eritrea', 'Greece', ' France']"
United States,39.2272513,-92.8465757,Glasgow,1864,Confederate States of America,United States,American Civil War,['Djibouti']
United States,37.166733,-77.4190394,Globe Tavern,1864,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Sweden', 'Peru', 'Nigeria']"
United States,35.5830906,-105.7700174,Glorieta Pass,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Mexico']"
North Sea,64.4500023,6.464478,Glowworm,1940,Germany,United Kingdom,World War II,['Germany']
Ukraine,49.4108265,24.3754807,Gnila Lipa,1914,Russia,Austria-Hungary,World War I,"['Poland', 'Russia', 'Austria']"
Ethiopia,5.9484979,43.5655004,Gode,1977,Somalia,Ethiopia,Ogaden War,"['Oman', 'Somalia', 'Ethiopia', ' India']"
Italy,45.2449244,10.6500325,Goito,1848,Piedmont,Habsburg Empire,Italian War,"['Austria', 'Syria', 'Malta', 'St. Lucia']"
Israel,33.0155854,35.784354,Golan Heights,1967,Israel,Syria,Six Day War,"['Iran', 'Israel', 'Syria', 'Ireland']"
Israel,33.0155854,35.784354,Golan Heights (1st),1973,Israel,Syria,Arab Israel Yom Kippur War,"['Iran', 'Israel', 'Syria']"
Israel,33.0155854,35.784354,Golan Heights (2nd),1973,Israel,Syria,Arab Israel Yom Kippur War,"['Iran', 'Israel', 'Syria']"
Israel,33.0155854,35.784354,Golan Heights (3rd),1973,Israel,Syria,Arab Israel Yom Kippur War,"['Iran', 'Israel', 'Poland', 'Syria', 'Jordan', 'Iraq', 'Madagascar']"
United States,35.3848841,-77.9927651,Goldsboro Bridge,1862,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'North Korea', 'Yemen']"
United States,28.6683252,-97.3883265,Goliad,1835,Texan Rebels,Mexico,Texan War of Independence,"['Poland', 'Iran', 'Mexico', 'Nepal']"
Poland,52.808311,20.881001,Golymin,1806,Draw,Draw,Napoleonic Wars 4th Coalition,"['Kenya', 'Austria', 'Poland']"
Papua New Guinea,-8.6303524,148.2904295,Gona,1942,Australia,Japan,World War II,"['Japan', 'Australia', 'Ghana']"
Haiti,19.4511496,-72.6801576,Gonaives,1802,Haitian Rebels,France,Santo Domingo Rising,"['Slovenia', ' France', 'Iran']"
Ethiopia,12.6030181,37.4521319,Gondar,1941,United Kingdom,Italy,World War II,"['South Africa', ' Italy', 'Ethiopia', 'China']"
Paraguay,-23.1529698,-59.9431258,Gondra,1933,Paraguay,Bolivia,Chaco War,"['Bolivia', 'Germany']"
United States,29.5016257,-97.4524926,Gonzales,1835,Texan Rebels,Mexico,Texas War of Independence,"['Iran', 'Mexico', 'Tanzania', ' India']"
United States,32.8219373,-91.2061671,Goodrichs Landing,1863,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Libya', 'Russia', 'Albania', 'Pakistan']"
France,49.1846358,-0.4072621,Goodwood,1944,Germany,United Kingdom,World War II,"['Eritrea', 'Canada']"
United Kingdom,-51.8273936,-58.9756822,Goose Green,1982,United Kingdom,Argentina,Falklands War,"['Eritrea', 'Myanmar', 'Argentina']"
India,29.4438165,75.6702647,Gorakhpur,1858,"United Kingdom, Nepalese Gurkhas",Indian Rebels,Indian Mutiny,"['India', 'Ghana', 'Nepal', 'Gibraltar', 'Eritrea']"
India,24.0733729,75.0461468,Goraria,1857,United Kingdom,Indian Rebels,Indian Mutiny,"['India', ' India', 'Georgia', 'Myanmar']"
Senegal,14.6678596,-17.3989282,Goree,1804,United Kingdom,France,Napoleonic Wars 4th Coalition,"['Slovenia', ' France', 'South Africa', 'Senegal', 'Eritrea']"
Poland,49.6546159,21.1596321,Gorlice-Tarnow,1915,"Germany, Austria",Russia,World War I,"['Croatia', 'Austria', ' France', 'Russia']"
Bulgaria,43.3833333,24.3333333,Gorni-Dubnik,1877,Russia,Ottoman Empire,Russo-Turkish War,['Russia']
Poland,53.3864102,19.7759878,Gorodeczno,1812,"France, Austria",Russia,Napoleonic Wars Russian Campaign,"['Slovenia', 'Russia', ' France']"
Russia,49.7849087,23.644842,Gorodok,1914,Russsia,Austria,World War I,"['Russia', 'Austria']"
Japan,41.7971839,140.7568306,Goryokaku,1869,Meiji Japan,Republic of Goryokaku,War of the Meiji Restoration,['Japan']
Italy,44.053458,12.5396676,Gothic Line,1944,"United Kingdom, United States, Brazil, New Zealand",Germany,World War II,['Iran']
South Africa,-28.3351423,31.3353376,Gqokli,1818,Zulus,Ndwandwe,Rise of Shaka Zulu,"['Georgia', 'Poland', 'Palau']"
South Africa,-33.3106292,26.5255946,Grahamstown,1819,United Kingdom,Xhosa,Cape Frontier Wars,['Eritrea']
Bosnia and Herzegovina,44.1790899,16.362569,Grahovo,1858,Montenegro,Ottoman Empire,Turko-Montenegran Wars,"['Montenegro', ' Turkey', 'Kosovo', 'Brazil']"
Greece,40.3910287,20.8359459,Grammos,1948,Draw,Draw,Greek War,"['Malaysia', 'Albania', 'Austria']"
Greece,40.3910287,20.8359459,Grammos,1949,Greek Government,Greek Communist Rebels,Greek War,['Albania']
Nicaragua,11.9344073,-85.9560005,"Granada, Nicaragua",1855,Filibusters,Legitimists,National Filibuster War,"['Nicaragua', 'Nigeria', 'Mauritius']"
Nicaragua,11.9344073,-85.9560005,"Granada, Nicaragua",1856,Central American Allies,Filibusters,National Filibuster War,"['Grenada', 'Nicaragua', 'Nigeria', 'Senegal', 'Sweden', 'Spain', 'Iran', 'Russia']"
United States,45.311463,-118.1816597,Grande Ronde Valley,1856,United States,Yakima Indians,Yakima Indian Wars,"[' India', 'Pakistan', 'Iran']"
United States,32.0332291,-91.0613622,Grand Gulf,1863,Confederate States of America,United States,American Civil War,"['Costa Rica', 'Russia']"
Mauritius,-20.4203969,57.5517723,Grand Port,1810,France,United Kingdom,Napoleonic Wars 4th Coalition,"['Slovenia', 'Ile de Reunion', ' France', 'Eritrea']"
France,48.837579,-1.597302,Granville Raid,1945,Germany,United Kingdom,World War II,"['Germany', 'Eritrea', ' Turkey', ' France']"
South Africa,-30.1,22.4833329,Graspan,1899,United Kingdom,Orange Free State,Boer War,"['Eritrea', 'Germany']"
United States,29.4779049,-98.7317355,Grass Fight,1835,Texan Rebels,Mexico,Texan War of Independence,"['Iran', 'Mexico', 'Tanzania']"
France,49.1127435,6.0158901,Gravelotte,1870,Prussia,France,Prussian War,['Russia']
Belgium,50.8967584,2.8460384,Gravenstafel,1915,"United Kingdom, Canada, France",Germany,World War I,"['France', 'Eritrea', 'Canada', 'Germany', 'St. Lucia']"
France,47.445824,5.592354,Gray,1870,Prussia,France,Prussian War,"['Germany', ' France']"
China,40.9725,117.9339223,Great Wall,1933,Japan,China,Manchuria Incident,"['Japan', 'Czechia', 'Kenya', 'Benin', 'China']"
Greece,39.074208,21.824312,Greece,1940,Greece,Italy,World War II,"['Germany', ' Italy', 'Greece', 'Albania']"
Greece,39.074208,21.824312,Greece,1941,Germany,"Greece, United Kingdom, Australia, New Zealand",World War II,"['Germany', 'Greece', 'Eritrea', 'Chile']"
United States,38.5412431,-79.7929786,Greenbrier River,1861,Draw,Draw,American Civil War,"['Azerbaijan', ' Honduras', ' Indonesia']"
Papua New Guinea,-4.5119969,154.168052,Green Islands,1944,"New Zealand, United States",Japan,World War II,"['Japan', 'New Zealand', 'Nigeria']"
Grenada,12.1165,-61.679,Grenada,1983,United States,"Grenada, Cuba",American Invasion of Grenada,"['Grenada', 'Iran', 'Nigeria', 'Cuba', 'Germany']"
Greece,40.0837626,21.4273299,Grevena,1947,Greek Communist Rebels,Greek Government,Greek War,"['Albania', 'Romania', 'Greece']"
Portugal,41.0305741,-8.598983,Grijon,1809,France,United Kingdom,Napoleonic War,"['France', 'Portugal']"
United States,32.7225296,-80.0140679,Grimballs Landing,1863,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Western Sahara', 'South Africa']"
United States,32.8706936,-83.4887852,Griswoldville,1864,United States,Confederate States of America,American Civil War,"['Azerbaijan', 'Georgia', 'Albania', 'Bolivia', 'Iran']"
Poland,52.245894,21.0530055,Grochow,1831,Polish Rebels,Russia,Polish Rebellion,"['Poland', 'Russia', 'Iran']"
Belarus,53.6693538,23.8131306,Grodno,1915,Germany,Russia,World War I,"['Latvia', 'Germany', 'Russia']"
South Africa,-25.7740895,28.2204987,Groenkloof,1901,United Kingdom,"Transvaal, Orange Free State",Boer War,"['Peru', ' France']"
Germany,52.3594201,13.3089427,Grossbeeren,1813,"Sweden, Prussia, Russia","France, Saxony",War of Liberation,"['Bhutan', 'Russia', 'Benin', 'Sweden', ' France']"
United States,31.0549071,-95.1257691,Groveton,1862,Draw,Draw,American Civil War,"['Azerbaijan', 'Greece', 'Nigeria']"
Mexico,20.6596988,-103.3496092,"Guadalajara,",1858,Mexican Conservatives,Mexican Liberals,Mexican War of the Reform,['Iran']
Mexico,23.634501,-102.552784,"Guadalajara, Mexico",1860,Mexican Conservatives,Mexican Liberals,Mexican War of the Reform,"['Guatemala', 'Mexico', 'Mongolia', 'Croatia']"
Mexico,23.634501,-102.552784,"Guadalajara, Mexico (1st)",1860,Mexican Liberals,Mexican Conservatives,Mexican War of the Reform,"['Guatemala', 'Mexico', 'Oman']"
Spain,40.628621,-3.161849,"Guadalajara, Spain",1937,Draw,Draw,Spanish Civil War,"['Guatemala', 'Spain', 'Mali', ' Italy']"
Solomon Islands,-9.5773284,160.1455805,Guadalcanal-Naval (1st),1942,Draw,Draw,World War II,"['Azerbaijan', 'Japan', 'Nigeria']"
Solomon Islands,-9.5773284,160.1455805,Guadalcanal-Naval (2nd),1942,United States,Japan,World War II,['Iran']
Guadeloupe,16.265,-61.551,Guadeloupe,1810,United Kingdom,France,Napoleonic Wars 4th Coalition,"['Slovenia', 'Bhutan', ' India', 'Guadeloupe', ' France']"
Morocco,35.6445323,-5.5978847,Guad-el-Ras,1860,Spain,Morocco,Spanish-Moroccan War,"['Spain', 'South Africa', 'Vietnam', 'Eritrea']"
Honduras,14.4801593,-88.7908717,Gualcho,1828,Liberal Rebels,Central American Federation,Central American Wars,"['South Africa', ' Honduras']"
Guam,13.444304,144.793731,Guam,1898,United States,Spain,Spanish-American War,"['Azerbaijan', 'Cameroon', ' Honduras', 'Guam', 'El Salvador', 'Spain', 'Ghana', 'United States']"
Guam,13.444304,144.793731,Guam,1941,Japan,United States,Word War II,"['Japan', 'Guam']"
Guam,13.444304,144.793731,Guam,1944,United States,Japan,World War II,"['Mauritania', 'Guam', 'Japan']"
Mexico,21.0190145,-101.2573586,Guanajuato (1st),1810,Mexican Rebels,Spain,Mexican War,['Mexico']
Mexico,21.0190145,-101.2573586,Guanajuato (2nd),1810,Spain,Mexican Rebels,Mexican War,['Mexico']
China,26.837267,116.325757,Guangchang,1934,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['Ghana', ' China ', ' France', 'Guatemala', 'Germany']"
China,23.12911,113.264385,Guangzhou,1841,United Kingdom,China,Opium War,"['Ghana', 'Bhutan', 'Eritrea', 'Yemen']"
China,23.12911,113.264385,Guangzhou,1857,"United Kingdom, France",China,Opium War,"['Ghana', 'Eritrea', 'Latvia', 'Congo', ' France', 'Canada']"
China,23.12911,113.264385,Guangzhou,1927,Chinese Nationalists,Chinese Communists,3rd Chinese Revolutionary War,"['Ghana', ' China ', 'Guatemala', 'China', 'Romania', 'Latvia']"
China,23.12911,113.264385,Guangzhou,1938,Japan,China,Sino-Japanese War,"['Ghana', 'Singapore', 'Japan', 'China', 'Sudan', 'Yemen']"
Puerto Rico,17.9725145,-66.9086264,Guanica,1898,United States,Spain,Spanish-American War,"['South Africa', 'Cuba', 'Nigeria', 'Puerto Rico', 'Ghana', 'Spain', 'United States']"
Cuba,20.011737,-75.1216254,Guantanamo Bay,1898,United States,Spain,Spanish-American War,"['Spain', 'Guatemala ']"
Portugal,40.5308408,-7.2221421,Guarda,1812,France,Portugal,Napoleonic War,"['France', 'Portugal', 'Nigeria', 'Ghana']"
Guatemala,14.6263757,-90.562601,Guatemala City,1829,Honduras,Guatemala,Central American Wars,"['Guatemala ', 'El Salvador', 'Tanzania', ' Honduras', 'Senegal']"
Guatemala,14.6263757,-90.562601,Guatemala City,1840,Guatemala,El Salvador,Central American Wars,['Guatemala ']
Ivory Coast,7.7442314,-7.6168439,Guelemou,1898,France,Mandingos,Franco-Mandingo War,"['France', 'Sudan', 'Ivory Coast', 'Greece']"
